path_hash	rel_path	input_path	output_path
6c3db2635daf869c81c1691d7e8763c9	m54329U_190906_205127.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00731/m54329U_190906_205127.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00731/m54329U_190906_205127.ccs.fastq.gz
9e050646f88f599ad6497747137aba62	m54329U_190531_175004.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00731/m54329U_190531_175004.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00731/m54329U_190531_175004.ccs.fastq.gz
4b2bda788b62788e28c44e292df4c9e3	m54329U_190601_235636.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00731/m54329U_190601_235636.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00731/m54329U_190601_235636.ccs.fastq.gz
df9336732ef85ea42f52b3338ba27102	m54329U_190528_231241.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00731/m54329U_190528_231241.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00731/m54329U_190528_231241.ccs.fastq.gz
c501f21092b75da9b2e091971860a6cd	m54329U_190606_045526.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00731/m54329U_190606_045526.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00731/m54329U_190606_045526.ccs.fastq.gz
81974856b3e1395e902a1c7b1ad70d12	m64076_200601_234627.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m64076_200601_234627.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m64076_200601_234627.ccs.fastq.gz
6d312502b39f3b562bc3228616aa0554	m54329U_190611_132246.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m54329U_190611_132246.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m54329U_190611_132246.ccs.fastq.gz
fb59c399322dfb54cc8c8775f6a2e06b	m54329U_190901_130210.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m54329U_190901_130210.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m54329U_190901_130210.ccs.fastq.gz
bd3cf89f9dbf0e0dfff748ba764736ee	m54329U_190610_071123.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m54329U_190610_071123.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m54329U_190610_071123.ccs.fastq.gz
a4ad4b571b26d91afe64ac9e7768c3eb	m54329U_190705_000551.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m54329U_190705_000551.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m54329U_190705_000551.ccs.fastq.gz
bd9bf1ee17289f77155a7214df0a764a	m54329U_190612_193411.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m54329U_190612_193411.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m54329U_190612_193411.ccs.fastq.gz
27f1877f352481d1c9b505c127c5c221	m54329U_200528_200534.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m54329U_200528_200534.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00732/m54329U_200528_200534.ccs.fastq.gz
