path_hash	rel_path	input_path	output_path
b6db5676613fe35921235182c4593835	HG00268_20210201_Lee_m64119_210121_165545.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG00268_20210201_Lee_m64119_210121_165545.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG00268_20210201_Lee_m64119_210121_165545.ccs.fastq.gz
4cbeeb68bcb95ac5ee1d56edfbed2b24	HG02106_20210201_Lee_m64119_210122_231012.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG02106_20210201_Lee_m64119_210122_231012.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG02106_20210201_Lee_m64119_210122_231012.ccs.fastq.gz
f8a3b370f503205e2e6ae1e321f88c3c	HG03807_20210125_Lee_m64039_210118_125023.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG03807_20210125_Lee_m64039_210118_125023.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG03807_20210125_Lee_m64039_210118_125023.ccs.fastq.gz
44495753961efd85eae60e5de24272ec	HG02106_20210219_Lee_m64119_210210_174344.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG02106_20210219_Lee_m64119_210210_174344.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG02106_20210219_Lee_m64119_210210_174344.ccs.fastq.gz
f53e0b0893a3aa429690c241a46ca289	HG03807_20210201_Lee_m64119_210125_120547.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG03807_20210201_Lee_m64119_210125_120547.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG03807_20210201_Lee_m64119_210125_120547.ccs.fastq.gz
d1c649b7f1b6670a7094af3c575984f0	HG04217_20210219_Lee_m64119_210213_082612.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG04217_20210219_Lee_m64119_210213_082612.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG04217_20210219_Lee_m64119_210213_082612.ccs.fastq.gz
4e1259bd2bf7bc12d074a0734f79607c	HG02106_20210125_Lee_m64039_210117_062206.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG02106_20210125_Lee_m64039_210117_062206.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG02106_20210125_Lee_m64039_210117_062206.ccs.fastq.gz
e1c6bf292edc17539cf5b000eb972a4b	HG03807_20210201_Lee_m64119_210124_053806.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG03807_20210201_Lee_m64119_210124_053806.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG03807_20210201_Lee_m64119_210124_053806.ccs.fastq.gz
5b802282a13db703a6c7d0de5d2b40ae	HG04217_20210125_Lee_m64039_210119_191818.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG04217_20210125_Lee_m64039_210119_191818.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG04217_20210125_Lee_m64039_210119_191818.ccs.fastq.gz
5dbec2ff1c5f25354f00c110fba9f97d	HG00268_20210125_Lee_m64039_210116_000705.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG00268_20210125_Lee_m64039_210116_000705.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG00268_20210125_Lee_m64039_210116_000705.ccs.fastq.gz
9c6b9dbd07ae9fadf5dad9286b258d01	HG02106_20210115_Lee_m64119_210108_225831.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG02106_20210115_Lee_m64119_210108_225831.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG02106_20210115_Lee_m64119_210108_225831.ccs.fastq.gz
3f461e1990c92d6881d987cf2814b8d7	HG04217_20210219_Lee_m64119_210212_015818.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG04217_20210219_Lee_m64119_210212_015818.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG04217_20210219_Lee_m64119_210212_015818.ccs.fastq.gz
00151b89d40a2cbd80bd840ad76add8e	HG02106_20210331_Lee_m64119_210324_200403.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG02106_20210331_Lee_m64119_210324_200403.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG02106_20210331_Lee_m64119_210324_200403.ccs.fastq.gz
e7c0df97b42ad9e3dfa32b0a10c3d091	HG00268_20210121_Lee_m64119_210113_164007.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG00268_20210121_Lee_m64119_210113_164007.ccs.fastq	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/2021_PacBio_HIFI_JAX/HG00268_20210121_Lee_m64119_210113_164007.ccs.fastq.gz
